118812	40627	1:1	
2805	36782	1:1	1175571
81894	43353	n:1	917333
51076	41877	1:1	898680
1355	37809	1:1	1241986
55280	36208	1:1	961016
282991	39234	1:1	
9033	40116	n:m	
9033	31246	n:m	
6319	117369	n:m	
6319	41536	n:m	
25956	35877	n:1	1210947
4714	31604	1:1	1235772
84545	37750	1:1	1242109
81855	40552	n:1	1204109
8945	42504	n:1	961441
25911	38095	1:1	1211166
10360	43560	1:1	965946
10724	42518	1:1	
30819	43126	1:1	962230
79591	41060	1:1	1205241
9221	40433	1:1	
8729	36337	1:1	697148
79176	33705	1:1	963611
79004	40967	1:1	952257
10121	41566	n:1	
51684	41565	1:1	1227374
403	42580	1:1	953183
118980	40080	1:1	1204108
22978	32822	1:1	1175934
729020	35692	n:1	
6877	47900	1:1	960976
9148	41085	n:1	1231957
9644	43654	1:1	
9748	37893	1:1	962048
9446	38975	n:m	
9446	38974	n:m	
9446	38973	n:m	856063
9446	38972	n:m	
119391	38975	n:m	
119391	38974	n:m	
119391	38973	n:m	
119391	38972	n:m	
159686	43269	1:m	961851
159686	3355174	1:m	
7511	35029	1:1	1249422
120	37230	n:1	
10285	7354399	1:1	1240072
9126	32627	1:1	960930
27250	32337	1:1	1236724
8036	42093	1:1	962616
57678	43350	n:1	
51703	40056	n:1	
64429	39057	1:m	
64429	41522	1:m	965187
143187	38085	1:1	839249
840	43514	1:1	
374354	3355145	1:1	961813
55088	39810	1:1	962650
3983	261629	n:1	1243798
26033	43315	n:1	
119548	31532	1:1	
6571	3346192	n:1	961801
118987	32157	1:1	1240892
8661	40563	1:1	961001
10935	42109	1:1	961136
2869	49045	1:1	962225
7073	42848	1:1	961831
22876	42545	1:1	1245399
79892	33976	1:1	1195124
196051	40672	n:1	
2263	42160	1:1	
11101	37288	1:1	808566
64376	41073	1:1	
36	40059	1:1	662652
9184	43490	1:1	1221797
4942	40145	1:1	1192320
HUMAN03300	33504	n:1	1229323
399818	33504	n:1	
54764	41179	1:1	1219795
1488	41602	n:1	1249084
26098	38997	1:1	1208628
7390	41908	1:m	
7390	31817	1:m	891573
56647	41690	1:1	674644
92565	40539	1:1	963365
8038	3772109	n:1	963846
1793	42817	n:1	1173121
55844	47877	n:1	
3632	326119	1:1	1147035
10844	32946	1:1	718627
1892	36536	1:1	893481
92170	42697	1:1	1207708
60626	31874	n:1	1224444
5719	42802	1:1	
HUMAN03560	34607	1:1	
3265	41140	n:1	
10522	40164	1:1	1235138
64787	33268	n:m	
64787	42050	n:m	
6888	37804	1:1	1239943
79751	41448	1:1	
6181	36855	1:1	
5441	42942	1:1	1226617
66005	34115	1:1	961415
161	33211	n:1	
9024	39732	n:1	963491
387264	5740714	1:m	
387264	3346142	1:m	
387266	33954	1:1	
440023	5740831	n:1	
1509	45268	1:1	961140
7136	32794	n:1	
6150	38302	n:1	1192737
7054	38746	1:1	1200470
4676	37798	n:1	
833	36784	1:1	1230219
114879	42412	n:1	
4928	42816	1:1	1240450
27315	33258	1:1	736387
391	43319	1:1	962128
6240	34392	1:1	710369
196120	32973	n:1	
390031	32973	n:1	
441584	32973	n:1	
143506	32973	n:1	
390033	32973	n:1	
84067	48421	1:1	1227151
6609	37884	1:1	833911
23647	41353	1:1	
26515	3772213	n:1	1175662
26515	3772213	n:1	
3611	53573	1:1	
8642	33245	1:1	964721
63875	38046	1:1	1240182
8495	39524	1:1	
8665	40587	1:1	1194472
9866	44235	n:1	
6157	33654	1:1	1242800
23258	38178	n:1	672697
440026	32737	1:1	824863
10527	44747	n:1	1251382
7465	33965	1:1	
HUMAN04603	41427	n:1	
9646	38149	1:1	960965
55031	38644	1:1	
55742	32990	n:1	822337
7003	32536	n:1	
10418	36333	1:1	962393
22800	38494	1:1	
1315	32820	1:1	696534
5682	34359	1:m	1218161
5682	34726	1:m	
6207	34149	1:1	1223444
5286	39329	n:1	
3746	33599	n:1	961843
26297	33332	1:1	
7166	38121	1:1	1200469
2965	36598	1:1	1243631
7251	39881	1:1	961321
144110	43492	n:1	
10196	41837	1:1	904864
57084	33427	n:1	961719
8424	36481	1:m	
8424	44620	1:m	
8424	32399	1:m	734388
55327	43003	1:1	
196074	41278	1:1	
120526	40686	1:1	
196294	32505	1:1	829998
26610	33775	1:1	1241549
5954	38145	n:1	
10480	36565	1:1	1222715
55346	31520	n:1	718696
1479	3354994	1:1	961385
55226	31811	1:1	662632
847	40048	1:1	854756
51074	32334	1:1	1177255
7189	31746	1:1	736154
8539	35053	1:1	1211778
51144	31703	1:1	728738
2132	3772101	1:1	720170
55343	40981	1:1	859535
9409	40293	1:1	1240929
8525	31826	n:1	844249
392	39385	n:1	961911
9793	41952	1:1	961310
4038	32552	1:1	968957
84364	40487	n:1	961202
53	48445	n:1	
8567	32442	1:1	1156532
91252	43533	1:1	961897
5702	42805	1:1	960908
5913	43800	1:1	963142
4722	38378	1:1	961107
114971	42807	1:1	1168458
23788	38026	n:1	
HUMAN05871	34549	1:1	1158122
6749	37767	1:1	1226213
26519	37478	1:1	
219537	32872	1:1	
HUMAN06067	36494	1:1	1243281
51075	37249	1:1	781383
23220	31589	n:1	
5007	42985	n:1	
54948	31150	1:1	1224371
27339	37123	1:1	960987
54972	31555	n:1	
643834	326263	n:1	
643847	326263	n:1	
5222	326263	n:1	
1642	41611	1:1	670849
51524	33826	1:1	1190304
51259	41035	1:m	909326
51259	41036	1:m	
HUMAN06433	36103	n:m	
HUMAN06433	35797	n:m	1228294
54949	36103	n:m	1228296
54949	35797	n:m	
747	32343	1:1	714937
746	39882	1:1	802332
2237	36887	1:1	1249877
2495	32260	n:1	
80150	32488	1:1	
1937	44791	1:1	856062
23193	49953	1:1	807290
80789	41674	1:1	1210992
51035	38888	1:1	1218495
5436	261631	1:1	1212642
79064	36134	1:1	958628
10482	43944	n:1	751964
6811	34966	1:1	1210517
54663	35536	1:1	1173412
283238	42338	1:1	975935
25923	42934	n:1	
79829	43500	1:1	
HUMAN06791	34384	1:1	1175152
10963	33202	1:1	961104
83707	318833	1:1	942173
HUMAN06837	41403	1:1	961322
5331	33204	n:1	1134900
2101	38912	n:1	
51504	40343	1:1	1160045
25824	3771951	1:1	901595
9379	42646	n:1	
5837	33386	n:1	
7536	43912	1:1	961554
4221	33991	1:1	
10938	41569	n:1	
23130	38344	n:1	
402	40993	n:1	
HUMAN07004	40993	n:1	
29901	39096	1:1	771031
738	37156	1:1	961297
741	326127	1:1	858423
84447	43747	1:1	
740	32242	1:1	881838
823	37232	n:m	
823	39165	n:m	
23649	43278	n:1	
HUMAN07121	43278	n:1	1244664
5977	35485	n:1	1241699
283130	43311	1:1	917357
57410	43508	1:1	1242666
10524	31362	1:1	721044
1072	37841	n:1	
254122	34126	n:1	
80198	31044	1:1	
9158	DROME17601	1:1	
9092	34608	1:1	1197833
84285	319046	1:1	
8815	34095	1:1	1137640
55690	42843	n:1	
81876	42524	1:1	
25855	32243	n:1	965082
65003	41757	1:1	1189787
246330	42821	n:1	
HUMAN07399	40996	1:1	1133922
HUMAN07406	38780	n:1	
582	38780	n:1	871385
254359	59171	n:m	
254359	37565	n:m	
254359	43113	n:m	
89	31166	n:1	
9973	46035	1:1	1148127
6712	32746	n:1	961648
9986	44002	1:1	709748
22992	41090	n:1	
156	3355013	n:1	
338692	37199	n:1	
5499	49260	n:m	
5499	42922	n:m	
5499	48531	n:m	
374403	41390	1:1	
6199	38654	n:1	
57175	35596	n:1	
9049	32144	n:1	
9600	32340	n:1	1189741
4723	33852	1:1	1154975
222	45398	1:1	
4728	44207	1:1	961399
53838	31368	1:1	
4041	44279	n:1	
1374	36109	1:1	918631
8500	249072	n:1	
2017	42491	1:1	964172
55191	32328	1:1	952460
3846	170876	n:1	
55298	32765	n:1	
55004	40193	1:1	1199391
HUMAN08062	39052	n:1	961647
5870	34636	1:1	
7351	33832	n:1	
7352	33832	n:1	
51400	39032	1:1	955140
283209	35923	n:1	1189055
387787	40565	1:1	
9789	32095	1:1	1231414
408	53554	n:1	1198777
6188	42761	1:1	1232428
80168	35720	n:1	
4647	34882	1:1	736306
92105	31793	1:1	671734
79053	31623	1:1	
57558	36361	n:1	962481
79731	36909	1:1	1184760
26011	40464	n:m	341776
26011	32183	n:m	
5547	35316	1:1	902006
27314	33988	1:1	962452
51585	36658	1:1	
1740	32083	n:1	
8726	34611	1:1	1190536
51501	38192	1:1	1244743
10873	47173	n:1	
65084	41010	1:m	
65084	318744	1:m	
65084	41009	1:m	1225360
26973	42874	1:1	
120114	40191	n:1	
56935	40504	1:1	1161609
28970	261663	1:m	
28970	38124	1:m	1148688
HUMAN08803	42175	n:1	
9440	42175	n:1	1239480
4361	34565	1:1	961242
54851	34874	1:1	965071
51503	53435	1:1	961019
55693	35744	n:1	1164955
390245	35744	n:1	
143686	37755	n:1	
143684	39069	n:1	963705
8898	33845	1:1	1174777
329	39753	1:1	
84259	40231	n:1	1194158
79659	35073	1:1	671271
414301	32616	n:1	
60496	317852	1:1	
2977	43493	1:1	
143884	32490	1:1	
HUMAN09140	37585	1:1	661137
54734	31684	n:1	965193
8065	43434	1:1	1214902
38	31695	1:1	1233077
1662	32742	1:1	963595
5962	31816	n:1	
5519	2768940	n:1	714821
79796	43031	n:1	1243727
79796	43031	n:1	
1737	34021	1:1	1246041
26521	32081	1:1	1239988
5805	35292	1:1	
4684	31364	n:1	
9183	47874	1:1	
25996	42811	1:1	746383
84811	42931	1:1	
8882	31851	1:1	1234546
23387	32256	1:1	
5049	32529	1:1	
HUMAN09593	35652	n:m	970135
HUMAN09593	38788	n:m	
HUMAN09593	2769008	n:m	
9354	33932	1:1	673724
10632	46069	n:m	
10632	34054	n:m	
4297	41737	1:1	962341
143941	39507	1:1	894288
372	45250	1:1	750832
23187	32698	1:1	962925
11181	45368	1:1	833200
1656	34364	1:1	
6230	41343	1:1	1155113
51399	34197	1:1	1216113
10525	31215	1:1	961024
55823	317987	1:1	
3014	318855	n:m	
3014	318855	n:m	
3014	318855	n:m	
3014	318855	n:m	
3014	318855	n:m	
3014	318855	n:m	
3014	318855	n:m	
3014	318855	n:m	
3014	318855	n:m	
3014	3772346	n:m	
3014	318855	n:m	
3014	318855	n:m	
3014	318855	n:m	
3014	3772346	n:m	
3014	318855	n:m	
3014	318855	n:m	
3014	3772346	n:m	
3014	318855	n:m	
3014	318855	n:m	
3014	318855	n:m	1236948
1798	34711	1:1	1229444
25988	47718	1:1	1236753
64137	33636	n:1	
219899	36072	1:1	1243603
84959	42840	1:1	1198665
3312	41840	1:1	961072
219855	37427	1:1	961370
3703	33082	1:1	942204
1111	34993	1:1	962090
83480	37531	1:1	1236825
29118	3354919	n:1	
6734	47251	1:1	961098
55572	35575	1:1	1246565
28960	40711	1:1	1232852
84623	31290	n:1	
4798	41072	1:1	
29068	44505	n:1	
50863	5740816	n:1	
4978	33925	n:m	
4978	33793	n:m	
4978	7354433	n:m	
4978	40831	n:m	
4978	43417	n:m	963877
112936	31144	1:1	
5927	33837	n:1	1164954
HUMAN10362	41568	n:1	
65125	41256	1:1	
144699	37602	1:1	963796
79602	42656	n:1	
93589	36526	1:1	1174140
654429	39453	1:1	
2288	47762	1:1	
7004	32536	n:1	
56341	41295	n:1	904862
57102	43386	1:1	1212099
9918	43491	1:1	1134597
2597	35728	1:m	
2597	32545	1:m	1245546
HUMAN10678	40170	n:1	962488
1108	40170	n:1	
51147	34752	n:1	
8078	38375	n:1	1174326
HUMAN10804	43582	1:1	1198214
2026	33351	n:1	
113246	33403	1:1	
11331	46038	1:1	960978
10436	31387	1:1	
10162	40093	1:1	962401
9746	43824	n:1	342830
5830	31141	1:1	
HUMAN10988	2768881	n:1	1216856
255308	41843	n:1	
55110	37402	n:1	
5545	40101	1:1	
4040	44279	n:1	966338
51202	35379	1:1	960909
55729	36133	1:1	963466
8360	41773	n:m	
8360	41773	n:m	
8360	41773	n:m	
8360	41773	n:m	
8360	41773	n:m	
8360	41773	n:m	
8360	41773	n:m	
8360	41773	n:m	
8360	41773	n:m	
8360	41773	n:m	842606
8360	41773	n:m	
8360	41773	n:m	
8360	3772129	n:m	
8360	41773	n:m	
8360	3772129	n:m	
8360	41773	n:m	
8360	41773	n:m	
8360	41773	n:m	
8360	41773	n:m	
8360	41773	n:m	
8360	41773	n:m	
55766	318855	n:m	
55766	318855	n:m	
55766	318855	n:m	
55766	318855	n:m	
55766	318855	n:m	
55766	318855	n:m	
55766	318855	n:m	
55766	318855	n:m	
55766	318855	n:m	
55766	3772346	n:m	
55766	318855	n:m	
55766	318855	n:m	
55766	318855	n:m	
55766	3772346	n:m	
55766	318855	n:m	
55766	318855	n:m	
55766	3772346	n:m	
55766	318855	n:m	
55766	318855	n:m	
55766	318855	n:m	
51729	31259	1:1	961677
397	40179	n:1	
2059	33268	n:m	1242420
2059	42050	n:m	
11171	37727	1:1	961014
51071	36358	1:1	1156360
4257	44110	1:m	
4257	32438	1:m	
28234	37545	n:m	
28234	37544	n:m	
HUMAN11555	37545	n:m	
HUMAN11555	37544	n:m	
10599	37545	n:m	
10599	37544	n:m	
79912	35296	1:1	1140008
51026	318095	1:1	
2998	41823	n:1	
HUMAN11607	45880	1:1	
9847	42904	1:1	1219172
55500	32585	n:1	1151642
586	32297	1:1	1247721
144363	50459	1:1	1183225
3845	41140	n:1	961054
3709	40664	n:1	
55726	41971	1:1	1199757
9412	3354977	1:1	1211834
23012	40165	n:1	961330
60488	38345	1:1	1221929
51290	31001	1:1	889781
10526	44747	n:1	
1663	31072	1:1	901416
160518	38178	n:1	
636	35051	n:1	
10059	33445	1:1	1242952
51067	37965	1:1	1245453
84920	326193	n:1	1245283
144245	326193	n:1	
225	43772	n:1	961009
283464	43008	1:1	
10138	37601	1:1	
51135	43283	1:1	
5756	41719	n:1	917298
196528	35560	1:1	
79657	43958	1:1	962478
HUMAN12265	36060	n:1	
HUMAN12327	43529	1:1	1240507
9416	35112	1:1	961116
85478	37606	1:1	961792
7480	DROME03262	n:1	
7471	34009	1:1	831194
50846	42737	n:1	
55716	42956	n:1	671006
10376	41183	n:1	674824
7846	41183	n:1	
79962	32683	1:1	1169402
10445	38478	1:1	1186034
25766	33513	n:1	
91010	39561	n:1	
7009	38936	1:1	841409
144233	38538	1:1	770193
362	36236	n:1	
29127	36538	1:1	
41	37566	n:m	908275
41	43485	n:m	
41	32671	n:m	
41	318213	n:m	
6602	32268	1:1	834491
2819	33824	1:1	1177216
91012	50392	n:1	1173316
57609	252479	n:1	
613227	41359	n:1	
4891	42490	1:1	
25875	38984	1:1	867721
51411	36383	1:1	
9498	34005	n:1	
60673	32871	1:1	1234748
1975	3355041	1:1	
8435	41033	n:1	
5204	42647	1:1	1219605
60314	41078	1:1	1154443
8086	31881	1:1	
6667	32353	1:1	
5094	40436	n:1	961452
6895	34751	1:1	1243621
23583	42078	1:1	1158837
3178	43385	n:m	
3178	48535	n:m	
HUMAN13169	39862	1:1	1207839
53831	140439	1:1	963066
121355	5740817	1:1	
5153	34594	n:1	
3679	32275	n:1	
2647	246439	1:1	795527
29095	40404	n:1	
84305	37780	1:1	1216688
1017	42453	1:1	
5869	33418	n:1	961232
6821	32878	1:1	906869
6231	35098	1:1	
5036	38645	1:1	
23344	42929	n:1	
140465	31474	n:1	
HUMAN13434	31474	n:1	
6601	41942	n:1	963652
10193	39735	1:1	1208371
283375	39626	1:1	963630
HUMAN13477	35568	1:1	
1431	31579	1:1	1247973
10330	36046	1:1	1179334
9924	35893	1:1	808606
8914	41615	1:1	1242151
27165	36396	n:1	
506	43829	1:1	1198485
10728	41173	1:1	1218377
5557	38942	1:1	1197343
4035	35799	1:1	
4141	37177	1:1	
114785	32392	1:1	
10540	44086	1:1	1224686
3798	36810	n:1	
115557	36930	1:1	
6302	43241	n:1	
1594	36105	1:1	
4234	31176	1:1	1239663
10102	35060	1:1	1232885
121227	36788	n:1	963511
23041	326157	1:1	872973
57460	33140	n:1	1231227
283417	32854	n:1	
2799	36487	1:m	775701
2799	246425	1:m	
11197	31617	1:1	
253827	41309	1:1	
23426	50391	n:1	
55832	34403	1:1	1247001
5908	38244	n:1	
57122	34481	1:1	1235035
1368	32652	1:1	758611
11052	38937	1:1	962309
4069	36798	1:m	
4069	38129	1:m	
4069	38127	1:m	
4069	38130	1:m	
4069	38125	1:m	
4069	38128	1:m	
8089	33973	1:1	1187868
10576	31838	1:1	847239
5787	31425	1:1	
55266	39501	1:1	1204415
23011	3355163	1:1	
3747	33599	n:1	
11103	33269	1:1	1191971
4673	37798	n:1	954795
114882	42412	n:1	
23390	39747	1:1	961192
4659	49070	n:1	963447
79611	42901	1:1	961066
8499	249072	n:1	966162
84190	3772719	1:1	1202672
160335	33276	1:m	963379
160335	33455	1:m	
160418	37401	1:1	962593
1848	40081	n:1	
282809	39502	n:1	962790
100528030	246627	n:1	
8693	246627	n:1	1131612
490	43787	n:1	707421
7334	34849	n:m	
7334	32358	n:m	828832
55967	33443	1:1	
10988	34294	1:1	
6636	36314	1:1	1164604
4048	35146	1:1	806340
121441	35130	1:1	
5250	37297	1:m	
5250	39587	1:m	
64431	32514	1:1	767166
55681	43423	1:1	1242667
246213	33427	n:1	
160728	37294	n:m	
160728	326229	n:m	
27340	37570	1:1	1240876
400	39745	1:1	953179
55332	31177	1:1	1140438
51019	34097	1:1	964106
79023	43040	1:1	899072
5053	38871	1:1	1200468
51559	35984	n:1	
7184	43354	1:1	1191284
50515	326156	n:1	
160428	35407	n:1	950190
23325	32594	1:1	
255394	31520	n:1	
55703	36289	1:1	1185728
55188	31874	n:1	
11137	36150	1:1	699505
11153	33897	1:1	895494
23479	41059	1:1	1175507
HUMAN15222	35596	n:1	961266
55530	37830	1:1	
84749	31519	1:1	962073
32	35761	n:1	
283446	38153	n:1	
83892	35488	n:1	1137170
89910	39035	1:1	698898
4598	3772247	1:1	1143919
51228	32475	1:1	
9815	36122	1:1	1242129
88455	37199	n:1	
488	49297	n:1	707415
HUMAN15372	31594	1:1	961335
10094	41917	1:m	1179715
10094	32696	1:m	
51184	40857	1:1	
51699	33295	1:1	1194257
144715	40054	1:1	
160760	38177	1:1	697327
5501	49260	n:m	
5501	42922	n:m	
5501	48531	n:m	
160762	42024	1:1	
6311	41883	n:1	
8315	42302	1:1	1230078
217	34256	1:1	950128
10961	37206	1:1	964555
80018	42389	1:1	696570
6128	43723	1:1	1250825
5781	45278	1:1	
22895	32002	1:1	962879
1840	31589	n:1	
387885	35205	n:m	
387885	35206	n:m	1183243
79039	326208	1:1	961018
115811	36327	1:m	
115811	40803	1:m	
80024	35858	1:1	1178863
9904	39119	1:1	961023
HUMAN15658	43906	n:1	
4842	34495	n:1	910042
283455	40660	n:1	969017
5985	34423	1:1	960968
5037	40779	1:1	
51347	32948	n:1	
64426	32954	1:1	965529
84530	37306	1:1	
92558	39537	1:1	969013
11021	33014	1:1	963231
10985	3355040	1:1	1242763
6175	40451	1:1	1228648
23409	31480	1:1	912665
1337	37728	1:1	1234424
51499	246461	1:m	1241392
51499	246460	1:m	
283459	3772218	1:1	1152742
8655	33319	n:1	
84274	32272	1:1	661114
9921	38181	1:1	1240942
51367	39915	1:1	871335
9761	35375	1:1	1213977
35	42364	1:1	662654
121665	43128	1:1	1198393
51433	45574	1:1	1211003
84678	41090	n:1	1211199
283385	37041	1:1	962289
144404	31270	n:1	808740
3242	40263	1:1	1245842
5715	41672	1:1	1203908
22877	35402	n:1	
HUMAN16019	32947	n:1	
65082	32947	n:1	1223959
6249	35042	1:1	962267
65117	32482	1:1	
9735	43719	1:1	1220128
8562	32679	1:1	
9026	39450	n:1	
79720	40624	1:1	
57605	32340	n:1	
91574	246457	1:1	1248951
55206	32273	1:1	
10959	31382	1:1	1237754
57696	40974	1:1	960958
1967	43549	1:1	1199158
2967	33294	1:1	1228074
196385	43379	1:1	671267
7316	38456	1:m	
7316	326237	1:m	965638
57647	31205	1:1	1225077
114795	31555	n:1	
92293	31555	n:1	1228324
121256	31555	n:1	
5901	44072	1:1	960994
6433	31054	1:1	961628
80324	42440	1:1	1236822
57634	45655	1:1	963369
317781	39871	1:1	961595
5426	42758	1:1	1251494
5827	38205	1:1	
192111	37899	1:m	
192111	31143	1:m	
7278	40848	n:m	
7278	40904	n:m	674835
51084	32592	1:1	893492
8100	35414	1:1	961591
221143	33858	1:1	1223249
10284	41965	1:1	961434
253832	36043	n:1	
6445	31129	n:1	947810
4285	35511	1:1	874434
9107	37707	n:1	1174773
9818	42342	1:1	
51761	36488	n:1	
1024	39157	1:1	
219333	42702	n:1	
6144	35453	1:1	1215447
51082	35196	1:1	
51371	35342	1:1	
84056	53566	n:1	961759
171222	37035	n:1	
145173	33844	1:1	1228689
122042	43098	n:1	
10129	39122	n:1	
23047	36286	n:1	672625
5983	34550	1:1	960918
26960	44531	n:1	
4081	44127	n:m	1151903
4081	31533	n:m	
9201	3355134	n:1	
29880	34134	1:1	775151
122011	32221	n:1	
7223	34991	n:1	961951
51569	5740715	1:1	1246906
80209	19835738	n:m	
80209	318737	n:m	
57511	35953	1:1	770479
10166	31990	n:1	917344
11193	33264	1:1	1161555
79612	32934	n:1	
23078	53434	1:1	924639
387923	251645	1:1	
55425	2768669	1:1	961490
2963	41290	1:1	1245427
7178	41341	1:1	1144315
253512	39322	n:1	
83548	33562	1:1	842283
1361	31503	1:1	
3936	32721	n:1	960933
2098	42396	1:1	766975
HUMAN17004	41067	1:1	948888
29079	38799	1:1	782339
5925	41941	1:1	
81617	39858	n:1	
3839	41158	n:1	
57213	42158	1:1	1226541
79621	32323	1:1	
115825	34425	n:1	1220341
540	32142	n:1	
440138	40402	1:1	
9724	39689	n:1	
51028	39523	1:1	1243691
144983	43385	n:m	
144983	48535	n:m	
81624	35340	n:1	963764
112267897	40767	1:1	
647264	34470	1:1	
57626	31873	n:1	
22894	42900	1:1	960937
7347	33397	1:1	1220440
115207	42475	1:1	1189772
23077	32429	1:1	1185133
64062	35235	n:1	1241144
54602	326197	1:1	
2262	39013	1:1	
10082	39596	n:1	
10257	326161	1:m	
10257	35163	1:m	
10257	34148	1:m	962503
10257	35366	1:m	
10257	47905	1:m	
10257	42362	1:m	
5611	41161	1:1	960997
55757	40055	n:1	
5911	37850	n:1	
HUMAN17436	40581	n:1	1247118
140432	42397	n:1	
6564	31340	n:m	962889
6564	31341	n:m	
HUMAN17473	34030	n:1	
9375	35335	1:1	
87769	37989	1:1	745578
84899	41867	1:1	962066
259232	45338	1:1	961083
7174	36444	1:1	948112
2073	3772069	1:1	
6555	32621	1:1	
55082	34320	1:1	961754
3981	32322	1:1	1189349
84945	44441	1:1	
79587	36563	1:1	
3621	42140	1:1	963019
10426	48481	1:1	
23250	32610	n:m	
23250	32609	n:m	
55795	39306	1:1	1226651
8451	35780	n:1	
79774	41960	1:1	961731
55208	39685	n:1	
22821	39158	1:1	802204
8881	42753	1:1	961367
65110	37792	n:1	
55644	39811	1:1	1249977
4860	38315	1:1	1246935
64745	34323	1:1	1208638
29986	35579	1:1	
57447	37451	n:1	
11198	38248	1:1	1227293
1603	34159	1:1	920147
63874	35733	1:1	
5018	39222	1:1	
122704	35711	1:1	873579
55147	33989	n:1	
10419	36809	1:1	
5693	45269	1:1	1240701
122706	318924	1:1	
4624	35007	n:1	
4625	35007	n:1	968609
25983	33805	1:1	961406
10202	38598	n:1	
10901	38598	n:1	728741
5106	37131	n:m	
5106	37130	n:m	953549
80344	37329	1:1	1239328
79711	59216	1:m	
79711	59215	1:m	1247119
HUMAN18669	35151	n:1	
4738	35151	n:1	961067
5875	40617	1:1	1176329
161424	35664	1:1	1231352
56948	36400	1:1	957427
1215	36036	1:1	
23256	33434	1:1	678908
29966	34096	n:1	961332
25831	34378	1:1	1199644
25938	40950	n:1	
394	32743	n:1	1203285
112399	40633	1:1	953625
HUMAN19002	34126	n:1	962808
1073	32861	1:1	
11177	43751	1:1	736333
6729	38593	1:1	960823
9692	31568	n:1	671900
9692	31568	n:1	
HUMAN19088	45780	1:m	1218159
HUMAN19088	45780	1:m	
253959	43242	n:1	1226083
84312	32243	n:1	
89874	31020	1:1	917326
10484	40694	1:1	
HUMAN19161	40087	1:1	887928
